what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1423017790656
stopped,bundle,org.jboss.tools.openshift.egit.ui,2.3.2.v20130118-2253-H156-Final,"org.jboss.tools.openshift.egit.ui",1423017790656
stopped,bundle,org.jboss.tools.openshift.egit.core,2.3.2.v20130118-2253-H156-Final,"org.jboss.tools.openshift.egit.core",1423017790656
stopped,bundle,org.jboss.ide.eclipse.as.core,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.core",1423017790671
stopped,bundle,org.eclipse.jst.j2ee.web,1.1.502.v201202090300,"org.eclipse.jst.j2ee.web",1423017790671
stopped,bundle,org.jboss.ide.eclipse.as.wtp.core,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.wtp.core",1423017790671
stopped,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1423017790671
stopped,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1423017790687
stopped,bundle,org.eclipse.jst.jsf.facesconfig,1.2.2.v201105031140,"org.eclipse.jst.jsf.facesconfig",1423017790687
stopped,bundle,org.maven.ide.eclipse.wtp.overlay.ui,0.15.3.20120830-0850,"org.maven.ide.eclipse.wtp.overlay.ui",1423017790687
stopped,bundle,org.maven.ide.eclipse.wtp.overlay,0.15.3.20120830-0850,"org.maven.ide.eclipse.wtp.overlay",1423017790687
stopped,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1423017790687
stopped,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1423017790687
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1423017790687
stopped,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1423017790687
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1423017790687
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder.wizards,3.1.2.r37x201305212016,"com.google.gdt.eclipse.designer.UiBinder.wizards",1423017790687
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,3.1.2.r37x201305212009,"com.google.gdt.eclipse.designer.UiBinder",1423017790687
stopped,bundle,org.eclipse.wb.core.databinding.xml,1.6.0.r37x201305211955,"org.eclipse.wb.core.databinding.xml",1423017790687
stopped,bundle,org.eclipse.wb.core.xml,1.6.0.r37x201305211955,"org.eclipse.wb.core.xml",1423017790687
stopped,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1423017790687
stopped,bundle,org.eclipse.wst.xml.xpath2.wtptypes,2.0.0.v201103212215,"org.eclipse.wst.xml.xpath2.wtptypes",1423017790687
stopped,bundle,org.eclipse.m2e.model.edit,1.0.200.20111228-1245,"org.eclipse.m2e.model.edit",1423017790687
stopped,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1423017790687
stopped,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1423017790687
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1423017790687
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1423017790687
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1423017790687
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1423017790687
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1423017790687
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1423017790687
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1423017790687
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1423017790687
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1423017790687
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1423017790687
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1423017790687
stopped,bundle,org.eclipse.birt.chart.device.pdf,3.7.2.v20120213,"org.eclipse.birt.chart.device.pdf",1423017790687
stopped,bundle,org.eclipse.birt.report.designer.ui.cubebuilder,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.cubebuilder",1423017790687
stopped,bundle,org.eclipse.birt.report.designer.ui.data,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.data",1423017790687
stopped,bundle,org.eclipse.birt.report.designer.ui.editors,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.editors",1423017790687
stopped,bundle,org.eclipse.birt.report.designer.ui.views,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.views",1423017790687
stopped,bundle,org.eclipse.birt.report.designer.ui,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui",1423017790687
stopped,bundle,org.eclipse.birt.report.designer.core,3.7.2.v20120213,"org.eclipse.birt.report.designer.core",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.ods,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.ods",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.prototype.excel,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.prototype.excel",1423017790687
stopped,bundle,org.eclipse.birt.chart.reportitem,3.7.2.v20120213,"org.eclipse.birt.chart.reportitem",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.dataextraction.csv,3.7.2.v20120213,"org.eclipse.birt.report.engine.dataextraction.csv",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.dataextraction,3.7.2.v20120213,"org.eclipse.birt.report.engine.dataextraction",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config.excel,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config.excel",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config.html,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config.html",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config.odp,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config.odp",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config.ods,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config.ods",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config.odt,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config.odt",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config.pdf,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config.pdf",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config.postscript,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config.postscript",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config.ppt,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config.ppt",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config.wpml,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config.wpml",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.config,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.config",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.html,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.html",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.odp,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.odp",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.odt,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.odt",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.pdf,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.pdf",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.ppt,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.ppt",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.emitter.wpml,3.7.2.v20120213,"org.eclipse.birt.report.engine.emitter.wpml",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.odf,3.7.2.v20120213,"org.eclipse.birt.report.engine.odf",1423017790687
stopped,bundle,org.eclipse.birt.report.engine.script.javascript,3.7.2.v20120213,"org.eclipse.birt.report.engine.script.javascript",1423017790687
stopped,bundle,org.eclipse.birt.report.item.crosstab.core,3.7.2.v20120213,"org.eclipse.birt.report.item.crosstab.core",1423017790687
stopped,bundle,org.eclipse.birt.report.engine,3.7.2.v20120213,"org.eclipse.birt.report.engine",1423017790687
stopped,bundle,org.eclipse.birt.report.data.oda.hive.ui,3.7.2.v20120213,"org.eclipse.birt.report.data.oda.hive.ui",1423017790687
stopped,bundle,org.eclipse.birt.report.data.oda.hive,3.7.2.v20120213,"org.eclipse.birt.report.data.oda.hive",1423017790687
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile,3.7.2.v20120213,"org.eclipse.birt.report.data.oda.jdbc.dbprofile",1423017790687
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.ui,3.7.2.v20120213,"org.eclipse.birt.report.data.oda.jdbc.ui",1423017790687
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb,3.7.2.v20120213,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb",1423017790687
stopped,bundle,org.eclipse.birt.report.data.oda.sampledb.ui,3.7.2.v20120213,"org.eclipse.birt.report.data.oda.sampledb.ui",1423017790687
stopped,bundle,org.eclipse.birt.report.data.oda.sampledb,3.7.2.v20120213,"org.eclipse.birt.report.data.oda.sampledb",1423017790687
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc,3.7.2.v20120213,"org.eclipse.birt.report.data.oda.jdbc",1423017790687
stopped,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1423017790687
stopped,bundle,org.eclipse.equinox.jsp.jasper,1.0.300.v20110502,"org.eclipse.equinox.jsp.jasper",1423017790687
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1423017790687
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1423017790687
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1423017790687
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1423017790687
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1423017790687
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1423017790687
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1423017790687
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1423017790687
stopped,bundle,org.eclipse.emf.importer.ecore,2.6.0.v20120130-0943,"org.eclipse.emf.importer.ecore",1423017790687
stopped,bundle,org.eclipse.emf.importer.java,2.6.0.v20120130-0943,"org.eclipse.emf.importer.java",1423017790687
stopped,bundle,org.eclipse.emf.importer.rose,2.6.0.v20120130-0943,"org.eclipse.emf.importer.rose",1423017790687
stopped,bundle,org.eclipse.emf.ant,2.7.0.v20120130-0943,"org.eclipse.emf.ant",1423017790687
stopped,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1423017790687
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1423017790687
stopped,bundle,org.eclipse.jst.ws.jaxb.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxb.core",1423017790687
stopped,bundle,org.eclipse.jst.ws.annotations.core,1.1.0.v201104031139,"org.eclipse.jst.ws.annotations.core",1423017790687
stopped,bundle,org.jboss.tools.birt.oda,1.3.0.v20130102-1855-H102-Final,"org.jboss.tools.birt.oda",1423017790687
stopped,bundle,org.hibernate.eclipse,3.5.1.v20130102-1835-H100-Final,"org.hibernate.eclipse",1423017791155
stopped,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1423017791155
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1423017791155
stopped,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1423017791155
stopped,bundle,org.eclipse.wst.command.env.ui,1.1.103.v201102260635,"org.eclipse.wst.command.env.ui",1423017791155
stopped,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1423017791155
stopped,bundle,org.jboss.ide.eclipse.archives.jdt.integration,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.jdt.integration",1423017791155
stopped,bundle,org.jboss.ide.eclipse.archives.ui,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.ui",1423017791155
stopped,bundle,org.jboss.ide.eclipse.archives.core,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.core",1423017791155
stopped,bundle,org.jboss.ide.eclipse.freemarker,1.2.0.v20130102-1731-H97-Final,"org.jboss.ide.eclipse.freemarker",1423017791155
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.ie,3.1.2.r37x201305212000,"com.google.gdt.eclipse.designer.hosted.2_0.ie",1423017791155
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,3.1.2.r37x201305212000,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1423017791155
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,3.1.2.r37x201305212000,"com.google.gdt.eclipse.designer.hosted.2_0",1423017791155
stopped,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1423017791155
stopped,bundle,org.eclipse.epp.mpc.core,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.core",1423017791155
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1423178364696
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1423178364712
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1423178364712
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1423178364712
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1423178364712
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1423178364712
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1423178364727
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1423178364727
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1423178364727
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1423178364727
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1423178364727
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1423178364743
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1423178364743
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1423178364743
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1423178364743
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1423178364743
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1423178364759
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1423178364759
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1423178364805
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1423178364805
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1423178364805
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1423178364805
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1423178364805
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1423178364821
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1423178364821
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1423178364821
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1423178364821
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1423178364837
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1423178364837
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1423178364837
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1423178364837
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1423178364837
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1423178364852
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1423178364852
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1423178364852
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1423178364852
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1423178364852
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1423178364852
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1423178364899
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1423178364899
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1423178364899
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1423178364899
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1423178364915
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1423178364915
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1423178364915
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1423178364993
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1423178364993
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1423178365008
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1423178365008
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1423178365008
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1423178365024
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1423178365024
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1423178365024
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1423178365024
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1423178365024
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1423178365024
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1423178365039
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1423178365039
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1423178365039
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1423178365039
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1423178365071
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1423178365071
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1423178365086
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1423178365102
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1423178365102
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1423178365117
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1423178365117
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1423178365117
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1423178365133
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1423178365133
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1423178365133
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1423178365133
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1423178365211
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1423178365227
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1423178365227
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1423178365227
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1423178365227
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1423178365242
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1423178365242
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1423178365242
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1423178365289
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1423178365289
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1423178365289
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1423178365289
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1423178365289
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1423178365289
started,bundle,com.google.appengine.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.appengine.eclipse.core",1423178365289
started,bundle,com.google.gdt.eclipse.appengine.rpc,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.appengine.rpc",1423178365289
started,bundle,com.google.gdt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.core",1423178365305
started,bundle,com.google.gdt.eclipse.login,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.login",1423178365305
started,bundle,com.google.gdt.eclipse.managedapis,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.managedapis",1423178365305
